"3taps code","default?",,"city","state","loc_1","location 1","url","loc_2","location_2",,"Display City State","Display State",,"lat-long"
"AVP",,,"US","pennsylvania","scranton","scranton / wilkes-barre","scranton.craigslist.org",,,,"Scranton/Wilkes-Barre PA","Pennsylvania",,"(41.408969, -75.662412)"
"IPT",,,"US","pennsylvania","williamsport","williamsport","williamsport.craigslist.org",,,,"Williamsport PA","Pennsylvania",,"(41.24119, -77.001079)"
"PAZ",,,"US","pennsylvania","york","york","york.craigslist.org",,,,"York PA","Pennsylvania",,"(39.962598, -76.727745)"
"PVD",,,"US","rhode island","providence","rhode island","providence.craigslist.org",,,,"Rhode Island RI","Rhode Island",,"(41.580094, -71.477429)"
"CHS",,,"US","south carolina","charleston","charleston","charleston.craigslist.org",,,,"Charleston SC","S Carolina",,"(32.776566, -79.930922)"
"CAE",,,"US","south carolina","columbia","columbia","columbia.craigslist.org",,,,"Columbia SC","S Carolina",,"(34.00071, -81.034814)"
"FLO",,,"US","south carolina","florencesc","florence","florencesc.craigslist.org",,,,"Florence SC","S Carolina",,"(34.195433, -79.762562)"
"SCZ",,,"US","south carolina","greenville","greenville / upstate","greenville.craigslist.org",,,,"Greenville/Upstate SC","S Carolina",,"(34.852618, -82.39401)"
"SCZ",,,"US","south carolina","hiltonhead","hilton head","hiltonhead.craigslist.org",,,,"Hilton Head SC","S Carolina",,"(32.216316, -80.752608)"
"MYR",,,"US","south carolina","myrtlebeach","myrtle beach","myrtlebeach.craigslist.org",,,,"Myrtle Beach SC","S Carolina",,"(33.68906, -78.886694)"
"SDZ",,,"US","south dakota","csd","pierre / central SD","csd.craigslist.org",,,,"Pierre/Central SD","South Dakota",,"(44.368316, -100.350966)"
"SDZ",,,"US","south dakota","nesd","northeast SD","nesd.craigslist.org",,,,"Northeast SD","South Dakota",,"(44.899409, -97.115073)"
"RAP",,,"US","south dakota","rapidcity","rapid city / west SD","rapidcity.craigslist.org",,,,"Rapid City/West SD","South Dakota",,"(44.080543, -103.231015)"
"SDZ",,,"US","south dakota","sd","south dakota","sd.craigslist.org",,,,"South Dakota SD","South Dakota",,"(43.969515, -99.901813)"
"FSD",,,"US","south dakota","siouxfalls","sioux falls / SE SD","siouxfalls.craigslist.org",,,,"Sioux Falls/SE SD","South Dakota",,"(43.549975, -96.700327)"
"CHA",,,"US","tennessee","chattanooga","chattanooga","chattanooga.craigslist.org",,,,"Chattanooga TN","Tennessee",,"(35.04563, -85.30968)"
"CKV",,,"US","tennessee","clarksville","clarksville","clarksville.craigslist.org",,,,"Clarksville TN","Tennessee",,"(36.529771, -87.359453)"
"TNZ",,,"US","tennessee","cookeville","cookeville","cookeville.craigslist.org",,,,"Cookeville TN","Tennessee",,"(36.162839, -85.501642)"
"MKL",,,"US","tennessee","jacksontn","jackson  ","jacksontn.craigslist.org",,,,"Jackson TN","Tennessee",,"(28.805267, -97.003598)"
"TYS",,,"US","tennessee","knoxville","knoxville","knoxville.craigslist.org",,,,"Knoxville TN","Tennessee",,"(35.960638, -83.920739)"
"MEM",,,"US","tennessee","memphis","memphis","memphis.craigslist.org",,,,"Memphis TN","Tennessee",,"(35.149534, -90.04898)"
"BNA",,,"US","tennessee","nashville","nashville","nashville.craigslist.org",,,,"Nashville TN","Tennessee",,"(36.16589, -86.784443)"
"TRI",,,"US","tennessee","tricities","tri-cities","tricities.craigslist.org",,,,"Tri-Cities TN","Tennessee",,"(36.31344, -82.353473)"
"ABI",,,"US","texas","abilene","abilene","abilene.craigslist.org",,,,"Abilene TX","Texas",,"(32.44140810667609, -99.73320007324219)"
"AMA",,,"US","texas","amarillo","amarillo","amarillo.craigslist.org",,,,"Amarillo TX","Texas",,"(35.221997, -101.831297)"
"ATN","default",,"US","texas","austin","austin","austin.craigslist.org",,,,"Austin TX","Texas",,"(30.267153, -97.743061)"
"BPT",,,"US","texas","beaumont","beaumont / port arthur","beaumont.craigslist.org",,,,"Beaumont/Port Arthur TX","Texas",,"(30.080174, -94.126556)"
"TXZ",,,"US","texas","bigbend","southwest TX","bigbend.craigslist.org",,,,"Southwest TX","Texas",,"(29.31756, -103.616898)"
"BRO",,,"US","texas","brownsville","brownsville","brownsville.craigslist.org",,,,"Brownsville TX","Texas",,"(25.901747, -97.497484)"
"CLL",,,"US","texas","collegestation","college station","collegestation.craigslist.org",,,,"College Station TX","Texas",,"(30.627977, -96.334407)"
"CRP",,,"US","texas","corpuschristi","corpus christi","corpuschristi.craigslist.org",,,,"Corpus Christi TX","Texas",,"(27.800583, -97.396381)"
"DFW",,,"US","texas","dallas","dallas / fort worth","dallas.craigslist.org","dal","dallas",,"Dallas/Fort Worth TX","Texas",,"(32.802955, -96.769923)"
"DFW",,,"US","texas","dallas","dallas / fort worth","dallas.craigslist.org","ftw","fort worth",,"Dallas/Fort Worth TX","Texas",,"(32.802955, -96.769923)"
"DFW",,,"US","texas","dallas","dallas / fort worth","dallas.craigslist.org","mdf","mid cities",,"Dallas/Fort Worth TX","Texas",,"(32.802955, -96.769923)"
"DFW",,,"US","texas","dallas","dallas / fort worth","dallas.craigslist.org","ndf","north DFW",,"Dallas/Fort Worth TX","Texas",,"(32.802955, -96.769923)"
"DFW",,,"US","texas","dallas","dallas / fort worth","dallas.craigslist.org","sdf","south DFW",,"Dallas/Fort Worth TX","Texas",,"(32.802955, -96.769923)"
"TXZ",,,"US","texas","delrio","del rio / eagle pass","delrio.craigslist.org",,,,"Del Rio/Eagle Pass TX","Texas",,"(29.370886, -100.895867)"
"TYR",,,"US","texas","easttexas","tyler / east TX","easttexas.craigslist.org",,,,"Tyler/East TX","Texas",,"(32.34400159041638, -95.3009033203125)"
"ELP",,,"US","texas","elpaso","el paso","elpaso.craigslist.org",,,,"El Paso TX","Texas",,"(31.75872, -106.486931)"
"HOU",,,"US","texas","galveston","galveston","galveston.craigslist.org",,,,"Galveston TX","Texas",,"(29.301348, -94.797696)"
"HOU","default",,"US","texas","houston","houston","houston.craigslist.org",,,,"Houston TX","Texas",,"(29.762884, -95.383062)"
"GRK",,,"US","texas","killeen","killeen / temple / ft hood","killeen.craigslist.org",,,,"Killeen/Temple/Ft Hood TX","Texas",,"(31.117119, -97.727796)"
"LRD",,,"US","texas","laredo","laredo","laredo.craigslist.org",,,,"Laredo TX","Texas",,"(27.506407, -99.507542)"
"LBB",,,"US","texas","lubbock","lubbock","lubbock.craigslist.org",,,,"Lubbock TX","Texas",,"(33.577863, -101.855166)"
"MFE",,,"US","texas","mcallen","mcallen / edinburg","mcallen.craigslist.org",,,,"Mcallen/Edinburg TX","Texas",,"(26.203407, -98.230012)"
"TXZ",,,"US","texas","nacogdoches","deep east texas","nacogdoches.craigslist.org",,,,"Deep East TX","Texas",,"(31.603513, -94.655487)"
"MAF",,,"US","texas","odessa","odessa / midland","odessa.craigslist.org",,,,"Odessa/Midland TX","Texas",,"(31.845682, -102.367643)"
"SJT",,,"US","texas","sanangelo","san angelo","sanangelo.craigslist.org",,,,"San Angelo TX","Texas",,"(31.463772, -100.437038)"
"SAT",,,"US","texas","sanantonio","san antonio","sanantonio.craigslist.org",,,,"San Antonio TX","Texas",,"(29.424122, -98.493628)"
"ATN",,,"US","texas","sanmarcos","san marcos","sanmarcos.craigslist.org",,,,"San Marcos TX","Texas",,"(29.883275, -97.941394)"
"TXZ",,,"US","texas","texoma","texoma","texoma.craigslist.org",,,,"Texoma TX","Texas",,"(33.635662, -96.60888)"
"VCT",,,"US","texas","victoriatx","victoria ","victoriatx.craigslist.org",,,,"Victoria TX","Texas",,"(28.805267, -97.003598)"
"WAC",,,"US","texas","waco","waco","waco.craigslist.org",,,,"Waco TX","Texas",,"(31.549333, -97.14667)"
"SPS",,,"US","texas","wichitafalls","wichita falls","wichitafalls.craigslist.org",,,,"Wichita Falls TX","Texas",,"(33.913708, -98.493387)"
"UTZ",,,"US","utah","logan","logan","logan.craigslist.org",,,,"Logan UT","Utah",,"(41.735486, -111.834388)"
"SLC",,,"US","utah","ogden","ogden-clearfield","ogden.craigslist.org",,,,"Ogden-Clearfield UT","Utah",,"(41.223, -111.97383)"
"PVU",,,"US","utah","provo","provo / orem","provo.craigslist.org",,,,"Provo/Orem UT","Utah",,"(40.233844, -111.658534)"
"SLC","default",,"US","utah","saltlakecity","salt lake city","saltlakecity.craigslist.org",,,,"Salt Lake City UT","Utah",,"(40.760779, -111.891047)"
"UTZ",,,"US","utah","stgeorge","st george","stgeorge.craigslist.org",,,,"St George UT","Utah",,"(37.095278, -113.578056)"
"BTV",,,"US","vermont","burlington","vermont","burlington.craigslist.org",,,,"Vermont VT","Vermont",,"(44.558803, -72.577841)"
"VAZ",,,"US","virginia","blacksburg","new river valley","blacksburg.craigslist.org",,,,"New River Valley VA","Virginia",,"(37.175348, -80.543845)"
"CHO",,,"US","virginia","charlottesville","charlottesville","charlottesville.craigslist.org",,,,"Charlottesville VA","Virginia",,"(38.029306, -78.476678)"
"DAN",,,"US","virginia","danville","danville","danville.craigslist.org",,,,"Danville VA","Virginia",,"(36.585972, -79.395023)"
"VAZ",,,"US","virginia","fredericksburg","fredericksburg","fredericksburg.craigslist.org",,,,"Fredericksburg VA","Virginia",,"(38.303184, -77.46054)"
"VAZ",,,"US","virginia","harrisonburg","harrisonburg","harrisonburg.craigslist.org",,,,"Harrisonburg VA","Virginia",,"(38.449569, -78.868916)"
"LYH",,,"US","virginia","lynchburg","lynchburg","lynchburg.craigslist.org",,,,"Lynchburg VA","Virginia",,"(37.413754, -79.142246)"
"VAZ",,,"US","virginia","norfolk","hampton roads","norfolk.craigslist.org",,,,"Hampton Roads VA","Virginia",,"(36.786224, -76.548823)"
"RIC",,,"US","virginia","richmond","richmond","richmond.craigslist.org",,,,"Richmond VA","Virginia",,"(39.828937, -84.890238)"
"ROA",,,"US","virginia","roanoke","roanoke","roanoke.craigslist.org",,,,"Roanoke VA","Virginia",,"(37.27097, -79.941427)"
"VAZ",,,"US","virginia","swva","southwest VA","swva.craigslist.org",,,,"Southwest VA","Virginia",,"(36.948453, -81.084811)"
"VAZ",,,"US","virginia","winchester","winchester","winchester.craigslist.org",,,,"Winchester VA","Virginia",,"(39.18566, -78.163334)"
"BLI",,,"US","washington","bellingham","bellingham","bellingham.craigslist.org",,,,"Bellingham WA","Washington",,"(48.759553, -122.488225)"
"PSC",,,"US","washington","kpr","kennewick-pasco-richland","kpr.craigslist.org",,,,"Kennewick-Pasco-Richland WA","Washington",,"(46.211246, -119.137234)"
"WAZ",,,"US","washington","moseslake","moses lake","moseslake.craigslist.org",,,,"Moses Lake WA","Washington",,"(47.130142, -119.278077)"
"WAZ",,,"US","washington","olympic","olympic peninsula","olympic.craigslist.org",,,,"Olympic Peninsula WA","Washington",,"(47.750087, -123.751022)"
"IDZ",,,"US","washington","pullman","pullman / moscow","pullman.craigslist.org",,,,"Pullman/Moscow ID","Idaho",,"(46.731275, -117.179616)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","see","seattle",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","est","eastside",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","sno","snohomish co",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","kit","kitsap co",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","tac","tacoma",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","oly","olympia",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"SEA",,,"US","washington","seattle","seattle-tacoma","seattle.craigslist.org","skc","south king",,"Seattle-Tacoma WA","Washington",,"(47.60621, -122.332071)"
"WAZ",,,"US","washington","skagit","skagit / island / SJI","skagit.craigslist.org",,,,"Skagit/Island/SJI WA","Washington",,"(48.29324431799557, -122.64312744140625)"
"GEG",,,"US","washington","spokane","spokane / coeur d'alene","spokane.craigslist.org",,,,"Spokane/Coeur D'Alene WA","Washington",,"(47.65878, -117.426047)"
"WAZ",,,"US","washington","wenatchee","wenatchee","wenatchee.craigslist.org",,,,"Wenatchee WA","Washington",,"(47.42346, -120.310349)"
"YKM",,,"US","washington","yakima","yakima","yakima.craigslist.org",,,,"Yakima WA","Washington",,"(46.602071, -120.505899)"
"CRW",,,"US","west virginia","charlestonwv","charleston ","charlestonwv.craigslist.org",,,,"Charleston WV","West Virginia",,"(38.349819, -81.632623)"
"MFD",,,"US","west virginia","huntington","huntington-ashland","huntington.craigslist.org",,,,"Huntington-Ashland OH","Ohio",,"(38.41925, -82.445154)"
"WVZ",,,"US","west virginia","martinsburg","eastern panhandle","martinsburg.craigslist.org",,,,"Eastern Panhandle WV","West Virginia",,"(39.45621, -77.963887)"
"CKB",,,"US","west virginia","morgantown","morgantown","morgantown.craigslist.org",,,,"Morgantown WV","West Virginia",,"(39.629526, -79.955897)"
"PKB",,,"US","west virginia","parkersburg","parkersburg-marietta","parkersburg.craigslist.org",,,,"Parkersburg-Marietta WV","West Virginia",,"(39.266742, -81.561513)"
"BKW",,,"US","west virginia","swv","southern WV","swv.craigslist.org",,,,"Southern WV","West Virginia",,"(37.77817, -81.188156)"
"HLG",,,"US","west virginia","wheeling","northern panhandle","wheeling.craigslist.org",,,,"Northern Panhandle WV","West Virginia",,"(40.063962, -80.720915)"
"WVZ",,,"US","west virginia","wv","west virginia (old)","wv.craigslist.org",,,,"West Virginia (Old) WV","West Virginia",,"(38.597626, -80.454903)"
"ATW",,,"US","wisconsin","appleton","appleton-oshkosh-FDL","appleton.craigslist.org",,,,"Appleton-Oshkosh-FDL WI","Wisconsin",,"(44.024706, -88.542614)"
"EAU",,,"US","wisconsin","eauclaire","eau claire","eauclaire.craigslist.org",,,,"Eau Claire WI","Wisconsin",,"(44.811349, -91.498494)"
"GRB",,,"US","wisconsin","greenbay","green bay","greenbay.craigslist.org",,,,"Green Bay WI","Wisconsin",,"(44.519159, -88.019826)"
"JVL",,,"US","wisconsin","janesville","janesville","janesville.craigslist.org",,,,"Janesville WI","Wisconsin",,"(42.682788, -89.018722)"
"LSE",,,"US","wisconsin","lacrosse","la crosse","lacrosse.craigslist.org",,,,"La Crosse WI","Wisconsin",,"(43.801356, -91.239581)"
"MSN",,,"US","wisconsin","madison","madison","madison.craigslist.org",,,,"Madison WI","Wisconsin",,"(43.073052, -89.40123)"
"MKE",,,"US","wisconsin","milwaukee","milwaukee","milwaukee.craigslist.org",,,,"Milwaukee WI","Wisconsin",,"(43.038902, -87.906474)"
"WIZ",,,"US","wisconsin","northernwi","northern WI","northernwi.craigslist.org",,,,"Northern WI","Wisconsin",,"(45.917176, -89.244299)"
"WIZ",,,"US","wisconsin","racine","kenosha-racine","racine.craigslist.org",,,,"Kenosha-Racine WI","Wisconsin",,"(42.584742, -87.821185)"
"SBM",,,"US","wisconsin","sheboygan","sheboygan","sheboygan.craigslist.org",,,,"Sheboygan WI","Wisconsin",,"(43.750828, -87.71453)"
"CWA",,,"US","wisconsin","wausau","wausau","wausau.craigslist.org",,,,"Wausau WI","Wisconsin",,"(44.959135, -89.630122)"
"CYS",,,"US","wyoming","wyoming","wyoming","wyoming.craigslist.org",,,,"Wyoming WY","Wyoming",,"(43.075968, -107.290284)"
